Season,TeamSource,TeamCanonical,TrueSeed,IsSelected,SourceUrl,SourceType,Verified
2022-23,Baylor,Baylor,9,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Gonzaga,Gonzaga,10,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Kansas St.,Kansas St.,11,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Xavier,Xavier,12,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,UConn,UConn,13,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Tennessee,Tennessee,14,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Indiana,Indiana,15,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Virginia,Virginia,16,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,San Diego St.,San Diego St.,17,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Duke,Duke,18,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Saint Mary's (CA),Saint Mary's (CA),19,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Miami (FL),Miami (FL),20,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Iowa St.,Iowa St.,21,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Creighton,Creighton,22,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Kentucky,Kentucky,23,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,TCU,TCU,24,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Texas A&M,Texas A&M,25,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Michigan St.,Michigan St.,26,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Missouri,Missouri,27,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Northwestern,Northwestern,28,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Memphis,Memphis,29,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Arkansas,Arkansas,30,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Maryland,Maryland,31,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Iowa,Iowa,32,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Fla. Atlantic,Fla. Atlantic,33,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,West Virginia,West Virginia,34,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Auburn,Auburn,35,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Illinois,Illinois,36,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Boise St.,Boise St.,37,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Penn St.,Penn St.,38,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Southern California,Southern California,39,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Utah St.,Utah St.,40,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,NC State,NC State,41,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Providence,Providence,42,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Mississippi St.,Mississippi St.,43,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Pittsburgh,Pittsburgh,44,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Arizona St.,Arizona St.,45,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Nevada,Nevada,46,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Col. of Charleston,Col. of Charleston,47,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Oral Roberts,Oral Roberts,48,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Drake,Drake,49,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,VCU,VCU,50,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Kent St.,Kent St.,51,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Iona,Iona,52,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Furman,Furman,53,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Louisiana,Louisiana,54,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Kennesaw St.,Kennesaw St.,55,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,UC Santa Barbara,UC Santa Barbara,56,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Grand Canyon,Grand Canyon,57,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Montana St.,Montana St.,58,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Vermont,Vermont,59,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Colgate,Colgate,60,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Princeton,Princeton,61,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,UNC Asheville,UNC Asheville,62,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Northern Ky.,Northern Ky.,63,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Howard,Howard,64,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,A&M-Corpus Christi,A&M-Corpus Christi,65,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Texas Southern,Texas Southern,66,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,Southeast Mo. St.,Southeast Mo. St.,67,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2022-23,FDU,FDU,68,1,https://www.cbssports.com/college-basketball/news/march-madness-2023-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Connecticut,UConn,1,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Houston,Houston,2,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Purdue,Purdue,3,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,North Carolina,North Carolina,4,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Tennessee,Tennessee,5,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Arizona,Arizona,6,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Marquette,Marquette,7,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Iowa State,Iowa St.,8,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Baylor,Baylor,9,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Creighton,Creighton,10,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Kentucky,Kentucky,11,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Illinois,Illinois,12,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Duke,Duke,13,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Kansas,Kansas,14,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Auburn,Auburn,15,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Alabama,Alabama,16,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,BYU,BYU,17,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,San Diego State,San Diego St.,18,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Wisconsin,Wisconsin,19,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Saint Mary's (CA),Saint Mary's (CA),20,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Gonzaga,Gonzaga,21,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Clemson,Clemson,22,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Texas Tech,Texas Tech,23,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,South Carolina,South Carolina,24,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Florida,Florida,25,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Washington State,Washington St.,26,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Texas,Texas,27,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Dayton,Dayton,28,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Nebraska,Nebraska,29,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Utah State,Utah St.,30,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Florida Atlantic,Fla. Atlantic,31,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Mississippi State,Mississippi St.,32,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Michigan State,Michigan St.,33,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Texas A&M,Texas A&M,34,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,TCU,TCU,35,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Northwestern,Northwestern,36,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Nevada,Nevada,37,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Boise State,Boise St.,38,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Colorado,Colorado,39,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Drake,Drake,40,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Virginia,Virginia,41,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,New Mexico,New Mexico,42,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Oregon,Oregon,43,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Colorado State,Colorado St.,44,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,N.C. State,N.C. State,45,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Duquesne,Duquesne,46,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Grand Canyon,Grand Canyon,47,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,James Madison,James Madison,48,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,McNeese State,McNeese,49,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,UAB,UAB,50,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Vermont,Vermont,51,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Yale,Yale,52,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Samford,Samford,53,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Charleston,Col. of Charleston,54,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Oakland,Oakland,55,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Akron,Akron,56,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Morehead State,Morehead St.,57,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Colgate,Colgate,58,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Long Beach State,Long Beach St.,59,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Western Kentucky,Western Ky.,60,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,South Dakota State,South Dakota St.,61,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Saint Peter's,Saint Peter's,62,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Longwood,Longwood,63,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Stetson,Stetson,64,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Montana State,Montana St.,65,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Grambling State,Grambling,66,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Howard,Howard,67,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2023-24,Wagner,Wagner,68,1,https://www.cbssports.com/college-basketball/news/march-madness-2024-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Auburn,Auburn,1,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Duke,Duke,2,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Houston,Houston,3,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Florida,Florida,4,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Tennessee,Tennessee,5,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Alabama,Alabama,6,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Michigan St.,Michigan St.,7,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,St. John's (NY),St. John's (NY),8,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Texas Tech,Texas Tech,9,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Iowa St.,Iowa St.,10,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Kentucky,Kentucky,11,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Wisconsin,Wisconsin,12,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Texas A&M,Texas A&M,13,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Purdue,Purdue,14,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Maryland,Maryland,15,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Arizona,Arizona,16,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Michigan,Michigan,17,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Clemson,Clemson,18,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Oregon,Oregon,19,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Memphis,Memphis,20,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,BYU,BYU,21,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Illinois,Illinois,22,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Missouri,Missouri,23,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,Ole Miss,Ole Miss,24,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
2024-25,UCLA,UCLA,25,1,https://www.cbssports.com/college-basketball/news/march-madness-2025-committee-reveals-official-ncaa-tournament-bracket-seed-list-from-1-68/,cbssports_article,True
