season,FullRMSE,FullMAE,SelectedRMSE,InclusionPrecision,InclusionRecall,InclusionF1,Bucket4Accuracy,Top16BucketAccuracy,SelectedSpearman,BrierSelected,TrainSeconds
2020-21,17.21165001847712,5.8543417366946775,29.619399445792478,0.75,0.75,0.75,0.25,0.625,-0.07733089316849652,0.07613260135613659,0.10072108299937099
2021-22,19.00984749218093,6.776536312849162,31.70915622080307,0.7205882352941176,0.7205882352941176,0.7205882352941176,0.27941176470588236,0.8125,-0.24959058355774352,0.07733227919497036,0.09514716698322445
2022-23,17.351495041214438,5.8292011019283745,29.54707111990469,0.7647058823529411,0.7647058823529411,0.7647058823529412,0.22058823529411764,0.5625,-0.08258907493523221,0.07007398443561765,0.09052229102235287
2023-24,18.43819000956247,6.486187845303867,31.392674304684526,0.7205882352941176,0.7205882352941176,0.7205882352941176,0.25,0.6875,-0.21535726863340174,0.08892789840879188,0.08081283408682793
2024-25,16.882593936418008,5.3791208791208796,29.115389098429393,0.7794117647058824,0.7794117647058824,0.7794117647058824,0.3088235294117647,0.5625,-0.052884825192838165,0.07953158768548621,0.08865412510931492
